EX	0	0
EX	0	0
EX	1	122
EX	2	0
EX	3	120
EX	4	118
EX	5	131
EX	6	131
EX	7	124
EX	8	125
EX	9	129
EX	10	118
EX	11	118
EX	12	136
EX	13	131
EX	14	113
EX	15	114
EX	16	131
EX	17	126
EX	18	120
EX	19	123
EX	20	136
EX	21	128
EX	22	129
EX	23	130
EX	24	126
EX	25	109
EX	26	132
EX	27	120
EX	28	141
EX	29	125
EX	30	131
EX	31	126
EX	32	0
EX	33	135
EX	34	149
EX	35	0
EX	36	127
EX	37	130
EX	38	133
EX	39	122
EX	40	124
EX	41	121
EX	42	128
EX	43	122
EX	44	135
EX	45	123
EX	46	120
EX	47	132
EX	48	128
EX	49	120
EX	50	119
EX	51	133
EX	52	125
EX	53	134
EX	54	135
EX	55	127
EX	56	122
EX	57	116
EX	59	0
EX	60	122
EX	61	126
EX	62	119
EX	63	124
EX	64	126
EX	65	139
EX	66	128
EX	67	126
EX	68	122
EX	69	118
EX	70	133
EX	71	0
EX	72	135
EX	73	135
EX	74	119
EX	74	0
EX	75	110
EX	76	139
EX	77	135
EX	78	128
EX	79	120
EX	80	124
EX	81	127
EX	82	133
EX	83	121
EX	84	133
EX	85	130
EX	86	138
EX	87	129
EX	88	130
EX	89	1902
EX	90	104
EX	91	127
EX	92	140
EX	93	114
EX	94	127
EX	95	129
EX	96	135
EX	97	125
EX	98	125
EX	99	138
EX	100	133
EX	101	105
EX	102	138
EX	103	140
EX	104	112
EX	105	134
EX	106	131
EX	107	145
EX	108	152
EX	109	108
EX+		0
EX+		0
EX+	1	149
EX+	11	88
EX+	111	81
EX+	1111	84
EX+	11111	79
EX+	111111	72
EX+	1111111	87
EX+	11111111	72
EX+	111111111	76
EX+	1111111111	72
EX+	11111111111	88
EX+	111111111111	82
EX+	1111111111111	78
EX+	11111111111111	85
EX+	111111111111111	76
EX+	1111111111111111	72
EX+	11111111111111111	77
EX+	111111111111111111	80
EX+	1111111111111111111	77
EX+	11111111111111111111	80
EX+	111111111111111111111	81
EX+	1111111111111111111111	86
EX+	11111111111111111111111	0
EX+	1.11111111111111E22	82
EX+	1.11111111111111E22	72
EX+	1.11111111111111E22	80
EX+	1.11111111111111E22	73
EX+	1.11111111111111E22	83
EX+	1.11111111111111E22	72
EX+	1.11111111111111E22	78
EX+	1.11111111111111E22	73
EX+	1.11111111111111E22	86
EX+	1.11111111111111E22	72
EX+	1.11111111111111E22	96
EX+	1.11111111111111E22	71
EX+	1.11111111111111E22	85
EX+	1.11111111111111E22	80
EX+	1.11111111111111E22	0
EX+	1.11111111111111E22	71
EX+	1.11111111111111E22	84
EX+	1.11111111111111E22	72
EX+	1.11111111111111E22	79
EX+	1.11111111111111E22	78
EX+	1.11111111111111E22	79
EX+	1.11111111111111E22	76
EX+	1.11111111111111E22	80
EX+	1.11111111111111E22	78
EX+	1.11111111111111E22	72
EX+	1.11111111111111E22	78
EX+	1.11111111111111E22	98
EX+	1.11111111111111E22	77
EX+	1.11111111111111E22	71
EX+	1.11111111111111E22	84
EX+	1.11111111111111E22	70
EX+	1.11111111111111E22	77
EX+	1.11111111111111E22	77
EX+	1.11111111111111E22	79
EX+	1.11111111111111E22	73
EX+	1.11111111111111E22	87
EX+	1.11111111111111E22	77
EX+	1.11111111111111E22	73
EX+	1.11111111111111E22	85
